year,month,rank,net_worth,last_name,first_name,full_name,birth_date,age,gender,country_of_citizenship,country_of_residence,city_of_residence,business_category,business_industries,organization_name,position_in_organization,self_made,wealth_status,UID,age_category,listing_instance,birth_year,ca_updated,el_updated,early_life,career
2013,3,589,2.5 B,Pinera,Sebastian,Sebastian Piñera,1949-12-01,64.0,Male,Chile,Chile,Santiago,Finance and Investments,Finance and Investments,Chile,President,True,Increased,Sebastian Piñera1949.0,60+,First,1949.0,True,True,"Piñera is the sixth child of José Piñera Carvallo and Magdalena Echenique Rozas. Among his ancestors on his maternal side is his mother's great-great-grandmother, Luisa Pinto Garmendia, the sister of President Aníbal Pinto Garmendia and daughter of President Francisco Antonio Pinto and Luisa Garmendia Alurralde, who was a descendant of the penultimate Inca emperor, Huayna Capac. He is a nephew of the former oldest living Roman Catholic bishop in the world, Bernardino Piñera, who died in 2020 due to complications from COVID-19.Piñera's family moved to Belgium one year after his birth and later to New York City, where his father was the Chilean ambassador to the United Nations. Piñera returned to Chile in 1955 and enrolled in the Colegio del Verbo Divino (""Divine Word College""), from which he graduated in 1967.Piñera then enrolled at the Pontifical Catholic University of Chile, from which he graduated in 1971 with an undergraduate degree in commercial engineering. Upon graduation, he was awarded the Raúl Iver Oxley Prize, which is given to the best overall student in each class.Piñera continued on to Harvard University on a partial Fulbright Program for postgraduate studies in economics. During his time at Harvard, Piñera and a classmate coauthored an article, ""The Old South's Stake in the Inter-Regional Movement of Slaves"", for the Journal of Economic History. After three years at Harvard, Piñera graduated with both a Master of Arts and PhD in Economics.","Piñera is the sixth child of José Piñera Carvallo and Magdalena Echenique Rozas. Among his ancestors on his maternal side is his mother's great-great-grandmother, Luisa Pinto Garmendia, the sister of President Aníbal Pinto Garmendia and daughter of President Francisco Antonio Pinto and Luisa Garmendia Alurralde, who was a descendant of the penultimate Inca emperor, Huayna Capac. He is a nephew of the former oldest living Roman Catholic bishop in the world, Bernardino Piñera, who died in 2020 due to complications from COVID-19.Piñera's family moved to Belgium one year after his birth and later to New York City, where his father was the Chilean ambassador to the United Nations. Piñera returned to Chile in 1955 and enrolled in the Colegio del Verbo Divino (""Divine Word College""), from which he graduated in 1967.Piñera then enrolled at the Pontifical Catholic University of Chile, from which he graduated in 1971 with an undergraduate degree in commercial engineering. Upon graduation, he was awarded the Raúl Iver Oxley Prize, which is given to the best overall student in each class.Piñera continued on to Harvard University on a partial Fulbright Program for postgraduate studies in economics. During his time at Harvard, Piñera and a classmate coauthored an article, ""The Old South's Stake in the Inter-Regional Movement of Slaves"", for the Journal of Economic History. After three years at Harvard, Piñera graduated with both a Master of Arts and PhD in Economics."
2021,4,1444,2.2 B,Siemiatkowski,Sebastian,Sebastian Siemiatkowski,1981-10-03,40.0,Male,Sweden,Sweden,Stockholm,Finance & Investments,Finance and Investments,,,True,,Sebastian Siemiatkowski1981.0,31-40,First,1981.0,True,True,"Siemiatkowski's parents moved to Uppsala from Poland in the 1980s.
He was born in Sweden but his older sister was born in Poland.Siemiatkowski considers himself as a second generation immigrant. His early influences were Richard Branson and founder of IKEA. Siemiatkowski credits the Swedish digital policy of subsidizing the ownership of computers for his success because it allowed his family to acquire their first computer.","Siemiatkowski's parents moved to Uppsala from Poland in the 1980s.
He was born in Sweden but his older sister was born in Poland.Siemiatkowski considers himself as a second generation immigrant. His early influences were Richard Branson and founder of IKEA. Siemiatkowski credits the Swedish digital policy of subsidizing the ownership of computers for his success because it allowed his family to acquire their first computer."
2016,3,1476,1.2 B,Dizdar,Sefik Yilmaz,Sefik Yilmaz Dizdar,1938-03-16,78.0,Male,Turkey,Turkey,Istanbul,Fashion & Retail,Fashion and Retail,,,True,,Sefik Yilmaz Dizdar1938.0,60+,First,1938.0,True,True,"Şefik Yılmaz Dizdar (born 1938) is a Turkish billionaire businessman, one of the owners of LC Waikiki, a Turkish producer and retailer of clothing and homewares, with 700 stores in 34 countries, and annual sales of over $2 billion.His brother Vahap Kucuk, is the CEO and spokesman of LC Waikiki.Dizdar is married, and lives in Istanbul, Turkey.


== References ==","Şefik Yılmaz Dizdar (born 1938) is a Turkish billionaire businessman, one of the owners of LC Waikiki, a Turkish producer and retailer of clothing and homewares, with 700 stores in 34 countries, and annual sales of over $2 billion.His brother Vahap Kucuk, is the CEO and spokesman of LC Waikiki.Dizdar is married, and lives in Istanbul, Turkey.


== References =="
2007,3,891,1.0 B,Sutardja,Sehat,Sehat Sutardja,1961-07-09,46.0,Male,United States,United States,Los Altos Hills,,,,,True,,Sehat Sutardja1961.0,41-50,First,1961.0,True,True,"Sehat Sutardja was born in 1961 in Indonesia to a Chinese Indonesian family. His interest in electronics began early; he became a certified radio repair technician at age 13 and has been designing components and systems ever since.Sutardja graduated from Canisius College, a high school in Jakarta in 1980. He came to the US in 1980 and received a Bachelor of Science degree in electrical engineering from Iowa State University. He also holds a Master of Science and Doctorate in electrical engineering and computer science from the University of California, Berkeley. While at Berkeley, Sutardja met his future wife Weili Dai in a campus elevator.","Sehat Sutardja was born in 1961 in Indonesia to a Chinese Indonesian family. His interest in electronics began early; he became a certified radio repair technician at age 13 and has been designing components and systems ever since.Sutardja graduated from Canisius College, a high school in Jakarta in 1980. He came to the US in 1980 and received a Bachelor of Science degree in electrical engineering from Iowa State University. He also holds a Master of Science and Doctorate in electrical engineering and computer science from the University of California, Berkeley. While at Berkeley, Sutardja met his future wife Weili Dai in a campus elevator."
2023,4,2133,1.3 B,Rustamov,Seifeddin,Seifeddin Rustamov,1962-06-17,61.0,Male,Russia,United States,,Manufacturing,Manufacturing,,,True,,Seifeddin Rustamov1962.0,60+,First,1962.0,True,True,page not found,page not found
2021,4,2524,1.1 B,Vembu,Sekar,Sekar Vembu,1972-01-01,49.0,Male,India,India,Chennai,Technology,Technology,,,True,,Sekar Vembu1972.0,41-50,First,1972.0,True,True,page not found,page not found
2006,3,606,1.3 B,,,Semahat Arsel,,79.0,,Turkey,Turkey,istanbul,,,,,False,,Semahat Arsel1927.0,60+,First,1927.0,True,True,"Arsel was born in Ankara in 1928, the eldest child of Vehbi Koç (1901-1996).Arsel graduated from the American College for Girls in Istanbul.","Arsel was born in Ankara in 1928, the eldest child of Vehbi Koç (1901-1996).Arsel graduated from the American College for Girls in Istanbul."
2010,3,582,1.7 B,Arsel,Semahat,Semahat Sevim Arsel,1928-09-08,82.0,Female,Turkey,Turkey,Istanbul,,Diversified,,,False,Returned to List,Semahat Sevim Arsel1928.0,60+,First,1928.0,True,True,"Arsel was born in Ankara in 1928, the eldest child of Vehbi Koç (1901-1996).Arsel graduated from the American College for Girls in Istanbul.","Arsel was born in Ankara in 1928, the eldest child of Vehbi Koç (1901-1996).Arsel graduated from the American College for Girls in Istanbul."
2007,3,799,1.2 B,,,Senapathy Gopalakrishnan,1955-04-05,52.0,,India,India,Bangalore,,Software,,,False,,Senapathy Gopalakrishnan1955.0,51-60,First,1955.0,True,True,"Gopalakrishnan was born in Thiruvananthapuram, Kerala on 5 April 1955. He studied at the Government Model Boys Higher Secondary School.
He obtained an M.Sc. in Physics in 1977 and M.Tech. in Computer Science in 1979, both from IIT Madras. He started his career as a software engineer with Patni Computer Systems, Mumbai, in 1979.","Gopalakrishnan was born in Thiruvananthapuram, Kerala on 5 April 1955. He studied at the Government Model Boys Higher Secondary School.
He obtained an M.Sc. in Physics in 1977 and M.Tech. in Computer Science in 1979, both from IIT Madras. He started his career as a software engineer with Patni Computer Systems, Mumbai, in 1979."
2013,3,1175,1.2 B,Seo,Jung-Jin,Seo Jung-Jin,1957-10-23,56.0,Male,South Korea,South Korea,Seoul,Healthcare,Healthcare,Celltrion,,True,,Seo Jung-Jin1957.0,51-60,First,1957.0,True,True,Seo Jung-jin (Korean: 서정진; born 6 September 1989) is a South Korean footballer who plays as a winger for Hwaseong FC.,Seo Jung-jin (Korean: 서정진; born 6 September 1989) is a South Korean footballer who plays as a winger for Hwaseong FC.
2018,3,126,11.9 B,Seo,Jung-jin,Seo Jung-jin,1957-10-23,61.0,Male,South Korea,South Korea,Seoul,Healthcare,Healthcare,Celltrion,,True,Increased,Seo Jung-jin1957.0,60+,First,1957.0,True,True,Seo Jung-jin (Korean: 서정진; born 6 September 1989) is a South Korean footballer who plays as a winger for Hwaseong FC.,Seo Jung-jin (Korean: 서정진; born 6 September 1989) is a South Korean footballer who plays as a winger for Hwaseong FC.
2001,7,75,4.9 B,,,Serge Dassault,1925-04-04,76.0,,France,France,,,,,,False,,Serge Dassault1925.0,60+,First,1925.0,True,True,"He was the younger son of Madeleine Dassault (née Minckès) and Marcel Dassault (born Marcel Ferdinand Bloch), from whom he inherited the Dassault Group. Both his parents were of Jewish heritage, but later converted to Roman Catholicism. 
In 1929, his father founded what is now Dassault Aviation. During the Second World War, he was jailed when his father was sent to Buchenwald for refusing any cooperation from his company, Bordeaux-Aéronautique, directed by Henri Déplante, André Curvale and Claude de Cambronne, with the German aviation industry.He studied at the Lycée Janson-de-Sailly in the 16th arrondissement of Paris where he received his baccalauréat. He earned engineering degrees from the École Polytechnique (class of 1946) and Supaéro (class of 1951). In 1963, he received an Executive MBA from HEC Paris.","He was the younger son of Madeleine Dassault (née Minckès) and Marcel Dassault (born Marcel Ferdinand Bloch), from whom he inherited the Dassault Group. Both his parents were of Jewish heritage, but later converted to Roman Catholicism. 
In 1929, his father founded what is now Dassault Aviation. During the Second World War, he was jailed when his father was sent to Buchenwald for refusing any cooperation from his company, Bordeaux-Aéronautique, directed by Henri Déplante, André Curvale and Claude de Cambronne, with the German aviation industry.He studied at the Lycée Janson-de-Sailly in the 16th arrondissement of Paris where he received his baccalauréat. He earned engineering degrees from the École Polytechnique (class of 1946) and Supaéro (class of 1951). In 1963, he received an Executive MBA from HEC Paris."
2015,3,1533,1.2 B,Godin,Serge,Serge Godin,1949-11-17,66.0,Male,Canada,Canada,Westmount,Technology,Technology,CGI Group,Entrepreneur,True,,Serge Godin1949.0,60+,First,1949.0,True,True,page not found,page not found
1999,7,0,1.8 B,Kampf,Serge,Serge Kampf,1934-01-01,65.0,Male,France,,,,,,,False,,Serge Kampf1934.0,60+,First,1934.0,True,True,"Capgemini SE is a French multinational information technology (IT) services and consulting company, headquartered in Paris, France.","Capgemini SE is a French multinational information technology (IT) services and consulting company, headquartered in Paris, France."
2007,3,583,1.7 B,,,Sergei Galitsky,1967-08-14,40.0,,Russia,Russia,Krasnodar,,Retail,,,False,,Sergei Galitsky1967.0,31-40,First,1967.0,True,True,"Sergey Arutyunyan was born on 14 August 1969, in Lazarevskoye, a suburb of Sochi, southern Russia, his mother is Russian and his father is Russian-Armenian. He later adopted his wife's surname. In 1985-1987 served in the Soviet army.","Sergey Arutyunyan was born on 14 August 1969, in Lazarevskoye, a suburb of Sochi, southern Russia, his mother is Russian and his father is Russian-Armenian. He later adopted his wife's surname. In 1985-1987 served in the Soviet army."
2017,3,1376,1.5 B,Gordeev,Sergei,Sergei Gordeev,1972-11-22,45.0,Male,Russia,Russia,Moscow,Real Estate,Real Estate,,,True,,Sergei Gordeev1972.0,41-50,First,1972.0,True,True,"Sergei Gordeev (Russian: Серге́й Эдуа́рдович Горде́ев, born 22 November 1972) is a Russian billionaire businessman, and the main shareholder and former CEO of PIK Group, a Russian real estate firm. His net worth was estimated at US$8 billion in 2021. Lives in Moscow.","Sergei Gordeev (Russian: Серге́й Эдуа́рдович Горде́ев, born 22 November 1972) is a Russian billionaire businessman, and the main shareholder and former CEO of PIK Group, a Russian real estate firm. His net worth was estimated at US$8 billion in 2021. Lives in Moscow."
